valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure_0,canary_exposure_1,canary_exposure_2,canary_exposure_3,canary_exposure_4,canary_exposure_5,canary_exposure_6,canary_exposure_7,canary_exposure_8,canary_exposure_9,canary_rank_0,canary_rank_1,canary_rank_2,canary_rank_3,canary_rank_4,canary_rank_5,canary_rank_6,canary_rank_7,canary_rank_8,canary_rank_9,canary_ppl_0,canary_ppl_1,canary_ppl_2,canary_ppl_3,canary_ppl_4,canary_ppl_5,canary_ppl_6,canary_ppl_7,canary_ppl_8,canary_ppl_9
20.464243664928734,20.067994038968777,1.955969517358171,3509175974363136,2310,163037184,85056000,1.4475599691588528,4.429949048799694,0.09983145635306911,0.23375765797770853,0.2167143418519899,1.608100332263394,0.658196379617138,3.2711965596898693,4.7107746045911245,0.5106810899546304,366641,46393,933142,850417,860523,328030,633670,103579,38187,701891,311.56261048629636,215.91705748890845,1906.5204700060433,1048.1251862942993,1145.6990635964503,300.6105799701892,565.295150104481,243.0040120398996,209.818848836926,625.9740033376823
23.397871035189993,22.817776203064597,0.05927180355630821,106361687900160,70,163037184,85056000,0.3830043832388874,4.182353823260042,0.049376313187295295,0.16520627750260886,0.2380203573915125,1.899824296560407,2.0655635140660884,1.2849219715238114,3.592919224549501,1.199560179657297,766839,55079,966354,891801,847908,267976,238893,410393,82875,435408,476.5266145493195,256.698097564896,1335.3714084965707,999.1239578113133,816.507436608423,324.8719203501883,318.8943178323614,352.26064812812496,273.60315565826494,357.1145241178893
22.557246172678738,22.046244844853874,0.11854360711261643,212723375800320,140,163037184,85056000,0.3513376091795024,4.068785942323176,0.038785647602786355,0.16710674610266452,0.23895987795080842,1.1895026033074707,1.42948266533827,2.15953112628652,3.9459267240953917,1.0902130736966384,783857,59590,973474,890627,847356,438454,371264,223829,64887,469692,602.1302795356629,306.8938071609875,1892.6965139851443,1318.3566191174807,1058.6164549903308,440.98108063407574,424.5086268424081,386.16693152072145,312.2553315803669,448.861228400299
22.243132173717218,21.67227535211135,0.17781541066892464,319085063700480,210,163037184,85056000,0.43442426977199133,3.9329340696556407,0.06462926828194071,0.16733354495567454,0.257503916686435,0.9662013739826882,1.3208969365283245,2.1739506825624133,4.254537190427186,0.863724601161227,739989,65474,956191,890487,836534,511852,400286,221603,52391,549532,599.2585989199818,329.8935774300625,1932.5393034815293,1440.6748327598416,1052.8373248026212,492.031859319934,459.8972348064265,408.1946003635173,315.4720859616049,503.95882205762473
21.907364259428103,21.393752806313,0.23708721422523285,425446751600640,280,163037184,85056000,0.8431555637384918,4.139795188465431,0.09422706024336591,0.17440810143449426,0.2531695902879214,0.8099945819772394,1.3368029598293312,2.5511159596650828,3.327029818230443,0.5720055853324695,557423,56728,936774,886131,839051,570384,395897,170623,99647,672681,515.929459888409,315.55999250878506,1832.3864579760755,1454.30482551546,1101.5933974081108,521.3181412130411,458.81144956360845,383.13899520087,348.89156202563964,572.2291245790071
21.702897664395806,21.182592588078066,0.29635901778154106,531808439500800,350,163037184,85056000,1.003220802472157,4.565314666119868,0.07636093798601351,0.17932024122382728,0.26010352031400075,0.60525759115216,0.920524261712778,2.662222696680999,4.07162133827517,0.5463296651796874,498885,42238,948447,883119,835028,657354,528317,157976,59473,684760,462.5493441063147,280.65925200618284,1837.253669084232,1356.2179386538664,1005.3299350318493,534.9447449256469,474.20865209667664,350.13166482275506,298.5490488717509,551.2493756569397
21.672502259580575,21.09735243252795,0.3556308213378493,638170127400960,420,163037184,85056000,1.1379620851031866,4.402168519032321,0.07927681403929654,0.17864407437505392,0.22825637445161107,0.607220988658387,0.71903181218455,2.666979361197349,3.7529815188969486,0.7173727902562597,454401,47295,946532,883533,853666,656460,607505,157456,74172,608204,493.812312401438,312.79045893360615,2128.266236874506,1580.9048457901836,1341.3127090175865,599.0195701351948,569.6766570738591,382.63476961556665,338.4000997582954,570.0814583474948
21.416725327051992,20.866250591276454,0.41490262489415747,744531815301120,490,163037184,85056000,1.306787389728374,4.105020082033258,0.08367776085684042,0.1668313954195071,0.23222826558223986,0.6880435705314518,0.6833467964211799,2.533142171601053,4.045872195984778,0.714801400467973,404220,58112,943649,890797,851319,620695,622719,172762,60544,609289,436.20601737361073,297.56367205595603,1795.867515523024,1403.4796484600672,1134.7100750262114,537.6542041752732,538.7774907239947,356.8442344084322,299.7254866445394,531.3474062193931
21.30598372856146,20.758184721761666,0.4741744284504657,850893503201280,560,163037184,85056000,1.6144077213094015,4.159047793009419,0.09541339972843232,0.18434752016442602,0.2384270674578275,0.7747028560065559,0.7238821473684425,2.5941383054146776,4.035898625020231,0.6929562447902669,326599,55976,936004,880047,847669,584509,605466,165610,60964,618585,446.9940756095895,320.6142597143592,2061.1514648112266,1573.790760161558,1305.335299718629,582.4619106998003,595.9451542014052,385.33193774117103,325.58302898163714,604.6480514286626
21.17535813555609,20.642798130170046,0.5334462320067739,957255191101440,630,163037184,85056000,1.370899881839616,4.780393431515602,0.09487095205771112,0.187194580074582,0.24711613551864886,0.8638086137128553,0.7666125535228154,2.3382285137048804,3.9126729482025233,0.5836942080826617,386650,36388,936356,878312,842579,549500,587796,197753,66400,667253,556.2086579642393,350.28422607587544,2434.345786627111,1840.0561647087811,1484.3533740430594,667.727279047006,696.663033869553,468.4828318553141,390.18536282304365,760.8729025720352
