valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure_0,canary_exposure_1,canary_exposure_2,canary_exposure_3,canary_exposure_4,canary_exposure_5,canary_exposure_6,canary_exposure_7,canary_exposure_8,canary_exposure_9,canary_rank_0,canary_rank_1,canary_rank_2,canary_rank_3,canary_rank_4,canary_rank_5,canary_rank_6,canary_rank_7,canary_rank_8,canary_rank_9,canary_ppl_0,canary_ppl_1,canary_ppl_2,canary_ppl_3,canary_ppl_4,canary_ppl_5,canary_ppl_6,canary_ppl_7,canary_ppl_8,canary_ppl_9
20.468667247088167,20.085401104654686,1.955969517358171,3509175974363136,2310,163037184,85056000,1.3830551806707767,4.736773247650236,0.06385697260996537,0.08443167943490337,0.17516535885102158,1.8478555293683137,0.6584195163412865,2.6808630443143393,4.816321668286415,0.5073592148906378,383406,37505,956703,943156,885666,277805,633572,155948,35493,703509,348.9921022347451,226.94118845845333,2372.094110103002,2176.7352071693817,1510.2817520753565,316.4150263159609,607.6178431252893,282.5310614713671,225.05347629607533,674.2612684904401
23.367065252623966,22.751618429622923,0.05927180355630821,106361687900160,70,163037184,85056000,0.39617167701234024,4.370310461807421,0.040640830341772016,0.16178559728091813,0.23235198096232423,2.1132922280760837,2.0583047088204864,1.1817711423331758,3.7091887273450297,1.1739864894837773,759872,48351,972223,893918,851246,231119,240098,440810,76458,443195,425.0422075716965,226.48093023685195,1199.3276098462513,880.3829885486574,729.743595563874,285.57914335348806,287.26289523728707,321.96417723857576,243.75051158271978,322.3859163022433
22.527485924076714,22.02313322888404,0.11854360711261643,212723375800320,140,163037184,85056000,0.3378619644406733,4.218047801491496,0.04067347681281319,0.16024353247919265,0.23048212972048177,1.4596274777833393,1.3823629843813166,1.6077661185528278,4.081919130152292,1.1232076538913915,791213,53733,972201,894874,852350,363587,383590,328106,59050,459072,640.1629869642127,307.47920607444826,1930.6312530697826,1384.0246411563978,1128.2582138312534,436.43087915399656,441.5521044896038,427.40895048456724,313.78014083824786,460.84701701611533
22.23595665633977,21.662549732791007,0.17781541066892464,319085063700480,210,163037184,85056000,0.4016233598864716,3.859666325591011,0.07492420186001425,0.16459328730963918,0.25005733046046075,1.348742987015715,1.2296259238285039,1.395735064462471,4.105591195644566,0.9496139317501999,757006,68885,949392,892180,840863,392634,426428,380051,58089,517771,687.0669646048004,363.92484767190484,2072.4070282778193,1612.2052450927984,1212.0360212282549,510.5480512401442,521.0443772819425,506.637219222107,350.7774324213214,550.6187613135722
21.88891856569492,21.368405428942467,0.23708721422523285,425446751600640,280,163037184,85056000,0.7368429702991683,4.495475197253967,0.08801856619661663,0.17658975363266904,0.24089190165549823,1.2376052569912872,1.383201938855123,1.6598183222511338,3.812242386053942,0.6319312412950175,600051,44333,940814,884792,846222,424076,383367,316479,71187,645312,614.2040893882984,349.65346855683714,2280.2820587745828,1769.272032022426,1430.3875803505534,543.9757438571128,529.9238572857062,506.670599101943,383.6422693125346,638.4303006237619
21.730611435498343,21.204627923425996,0.29635901778154106,531808439500800,350,163037184,85056000,0.8344854798245578,4.924453677841463,0.07639136056634399,0.18175641468510406,0.2538282848729594,0.7790113854023346,0.994487906811699,1.8481567660218587,4.389715705573996,0.5820756727482674,560783,32930,948427,881629,838668,582766,501914,277747,47705,668002,512.3666357535075,281.29308821249253,1964.6078995702267,1442.5121295007584,1118.6888673193314,521.4624848390498,489.92522094995667,416.94141169999756,301.7944876649518,564.2998690171261
21.671384537143346,21.083678292524798,0.3556308213378493,638170127400960,420,163037184,85056000,1.1053770015451931,4.916197077227979,0.07601872815550692,0.18850102009338343,0.226675401567487,0.7832384686448819,0.763320034767105,1.8356050142487739,4.0545001659009525,0.7969291777218004,464781,33119,948672,877517,854602,581061,589139,280174,60183,575573,562.7890424863605,330.4754518503112,2476.8642430598534,1767.4148580647366,1558.8973420889433,618.2424641200157,622.675159658852,490.9834290423099,371.8740198114584,615.2514737871729
21.414025350922795,20.86921898216744,0.41490262489415747,744531815301120,490,163037184,85056000,1.1897132051540495,4.781265941394562,0.07371814458921477,0.1751572141837947,0.2348896381204142,0.829149405920969,0.6646196504085431,2.0222203951609643,4.342268543171537,0.8395212046507439,438390,36366,950186,885671,849750,562861,630855,246179,49300,558829,475.16077230250534,290.63123923474933,1989.994370411586,1472.7522531543407,1215.0613386911036,528.1481514594489,564.2140168777179,409.33357904162114,307.7575142413633,526.1926282148664
21.286099575989923,20.751720754222102,0.4741744284504657,850893503201280,560,163037184,85056000,1.3918001290214157,4.453525788173636,0.10078569188672049,0.19762312260616,0.23703553904306318,0.9887190638995094,0.7366434282475964,1.8864115073858905,4.135630390876621,0.7477805569600271,381089,45641,932525,871986,848487,503925,600134,270479,56892,595519,506.6442855873526,330.86007290022957,2201.3379044251046,1641.5077005304122,1429.0506138755286,559.9855721196581,612.4128450286249,464.2197737444625,345.39939334941135,609.5765582113681
21.203055632137552,20.70115833398986,0.5334462320067739,957255191101440,630,163037184,85056000,1.282677378731801,4.517808434568783,0.08490441757118816,0.19104498630375488,0.24856541582684955,1.0459645358069523,0.813433521065356,1.9083231814749908,3.7042534694186777,0.6059798283126234,411032,43652,942847,875971,841733,484321,569026,266402,76720,657025,549.8396217519776,351.9520107863003,2394.2474801527296,1714.737416231203,1387.9730941224275,587.0209205537965,636.6407387835092,487.03196440631024,389.44498630268396,699.3740079057943
