valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
41.03059483085817,40.67861910482838,0.9574036511156186,1434372242669568,944,163038720,85056000,19.931568569324174,1,4.351698712062972
9695456.914005708,13030892.954550162,0.059837728194726165,89648265166848,59,163038720,85056000,4.459575895355341,45450,188.6159231182105
10743.567681381617,14920.208912889584,0.11967545638945233,179296530333696,118,163038720,85056000,7.152670093315798,7028,116.76155020631546
863.7838676335039,1099.0759315683028,0.1795131845841785,268944795500544,177,163038720,85056000,10.27335708657238,808,79.8690658927675
154.3495112782319,174.7869277417903,0.23935091277890466,358593060667392,236,163038720,85056000,15.683641055880589,19,54.52209412126076
111.42603322671836,119.54322040693053,0.29918864097363085,448241325834240,295,163038720,85056000,18.931568569324174,2,35.84109375397644
90.49271936414931,90.44618755121185,0.359026369168357,537889591001088,354,163038720,85056000,19.931568569324174,1,16.11080608850722
53.94440153572811,53.21833490274326,0.41886409736308317,627537856167936,413,163038720,85056000,19.931568569324174,1,10.571150708022499
60.17198884020729,61.192057151563674,0.4787018255578093,717186121334784,472,163038720,85056000,19.931568569324174,1,7.6427587266106265
48.34092561929762,47.818985565887814,0.5385395537525355,806834386501632,531,163038720,85056000,19.931568569324174,1,7.197492220898982
46.67944440582787,47.01267405105355,0.5983772819472617,896482651668480,590,163038720,85056000,19.931568569324174,1,5.130542460303471
45.45459534956181,45.3786214561962,0.6582150101419878,986130916835328,649,163038720,85056000,19.931568569324174,1,5.170032890117823
47.56135691420195,46.651232635303856,0.718052738336714,1075779182002176,708,163038720,85056000,19.931568569324174,1,4.632901300989821
43.221256848914614,43.48985483543979,0.7778904665314401,1165427447169024,767,163038720,85056000,19.931568569324174,1,4.28195139206597
42.02300043584451,42.28371342316027,0.8377281947261663,1255075712335872,826,163038720,85056000,19.931568569324174,1,4.357892689724676
44.78877590241358,44.38795167991984,0.8975659229208925,1344723977502720,885,163038720,85056000,19.931568569324174,1,4.368584469984002
41.03059483085817,40.67861910482838,0.9574036511156186,1434372242669568,944,163038720,85056000,19.931568569324174,1,4.351698712062972
44.35747181483336,43.663701030528635,1.0172413793103448,1524020507836416,1003,163038720,85056000,19.931568569324174,1,4.204557124275841
41.116861131583406,40.5567616630723,1.077079107505071,1613668773003264,1062,163038720,85056000,19.931568569324174,1,4.253075915139667
43.1549078994692,42.40386343729504,1.1369168356997972,1703317038170112,1121,163038720,85056000,19.931568569324174,1,4.064095918119278
43.36958168020881,42.84354334285549,1.1967545638945234,1792965303336960,1180,163038720,85056000,19.931568569324174,1,3.952499785609908
41.04412042326068,40.55288722639558,1.2565922920892496,1882613568503808,1239,163038720,85056000,19.931568569324174,1,3.9844269286695075
41.51135793630901,40.58035128686453,1.3164300202839756,1972261833670656,1298,163038720,85056000,19.931568569324174,1,4.010334350178731
41.625329136035035,40.69338932278396,1.3762677484787018,2061910098837504,1357,163038720,85056000,19.931568569324174,1,3.9818419290236977
41.774070826275896,40.83855984553749,1.436105476673428,2151558364004352,1416,163038720,85056000,19.931568569324174,1,4.04740148856423
42.42704007346393,40.96875887872895,1.495943204868154,2241206629171200,1475,163038720,85056000,19.931568569324174,1,3.87582825552125
41.650571637402564,40.58452251384082,1.5557809330628802,2330854894338048,1534,163038720,85056000,19.931568569324174,1,3.741994309190151
42.48760408002263,41.33683179025066,1.6156186612576064,2420503159504896,1593,163038720,85056000,19.931568569324174,1,3.887153179194799
41.76386956899323,40.63813708671561,1.6754563894523327,2510151424671744,1652,163038720,85056000,19.931568569324174,1,4.102333156090191
42.36359422260482,40.98962456004777,1.7352941176470589,2599799689838592,1711,163038720,85056000,19.931568569324174,1,4.089720220017287
43.78692558353031,42.17783315355492,1.795131845841785,2689447955005440,1770,163038720,85056000,19.931568569324174,1,4.237324062135388
43.398285669334,41.94340250854238,1.8549695740365113,2779096220172288,1829,163038720,85056000,19.931568569324174,1,4.10243606193619
42.642350227638076,41.09418057215817,1.9148073022312373,2868744485339136,1888,163038720,85056000,19.931568569324174,1,3.7317980567530644
43.60458110681954,42.3510557219704,1.9746450304259635,2958392750505984,1947,163038720,85056000,19.931568569324174,1,3.816728838416833
44.177071015407805,42.57959729376696,2.0344827586206895,3048041015672832,2006,163038720,85056000,19.931568569324174,1,3.701441274026169
44.97193751796033,43.186852264456206,2.0943204868154157,3137689280839680,2065,163038720,85056000,19.931568569324174,1,3.6883525825602876
44.96627280284674,43.092212519328775,2.154158215010142,3227337546006528,2124,163038720,85056000,19.931568569324174,1,3.8608962018504154
46.06925611464353,43.98819187858196,2.213995943204868,3316985811173376,2183,163038720,85056000,19.931568569324174,1,3.8373136142135977
44.641001484100194,42.538712009254695,2.2738336713995944,3406634076340224,2242,163038720,85056000,19.931568569324174,1,3.8706387824620636
45.49704278445649,43.39400430929263,2.3336713995943206,3496282341507072,2301,163038720,85056000,19.931568569324174,1,3.8352482842128297
46.49132279034912,44.47472633369191,2.393509127789047,3585930606673920,2360,163038720,85056000,19.931568569324174,1,3.8476399176096017
44.4679120140916,42.54895450054014,2.453346855983773,3675578871840768,2419,163038720,85056000,19.931568569324174,1,3.6855672916570112
47.291618074537425,45.335521941899856,2.513184584178499,3765227137007616,2478,163038720,85056000,19.931568569324174,1,3.6201764242235748
45.88508355152089,43.87136466879333,2.573022312373225,3854875402174464,2537,163038720,85056000,19.931568569324174,1,3.596559148179473
46.52209016422391,44.65405226796246,2.632860040567951,3944523667341312,2596,163038720,85056000,19.931568569324174,1,3.593453633628718
