valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
24.69309826002608,23.910696812657985,0.17937219730941703,364668644229120,240,163037184,85056000,5.600021769774784,20617,217.74610957710598
25.1120710981071,24.319164269781005,0.059790732436472344,121556214743040,80,163037184,85056000,4.5192633643689,43608,201.36610721539287
24.73937612689153,24.012650631481403,0.11958146487294469,243112429486080,160,163037184,85056000,4.059110109541644,59991,269.2149804812356
24.69309826002608,23.910696812657985,0.17937219730941703,364668644229120,240,163037184,85056000,5.600021769774784,20617,217.74610957710598
24.831852906454984,24.03656567200452,0.23916292974588937,486224858972160,320,163037184,85056000,4.8695224316036825,34208,262.8390755875933
24.781826262026318,23.97143854544836,0.29895366218236175,607781073715200,400,163037184,85056000,4.225774211821591,53446,323.6249430639909
25.237269818986245,24.456275604628495,0.35874439461883406,729337288458240,480,163037184,85056000,3.8505637233228747,69321,381.08259321263637
25.080251673516123,24.331731546153087,0.41853512705530643,850893503201280,560,163037184,85056000,5.679716360162761,19509,262.34561341423193
25.316574382261194,24.557342140015415,0.47832585949177875,972449717944320,640,163037184,85056000,4.6360865956288055,40216,304.91783531594456
25.030701977814406,24.23110748786316,0.5381165919282511,1094005932687360,720,163037184,85056000,4.35257680307706,48949,312.1322197367219
25.174699485729125,24.42836560541378,0.5979073243647235,1215562147430400,800,163037184,85056000,4.451283248387803,45712,321.5301492869344
25.365952345032483,24.457808032505728,0.6576980568011959,1337118362173440,880,163037184,85056000,4.372340870958922,48283,286.09788365650184
25.225029209251037,24.306355395238523,0.7174887892376681,1458674576916480,960,163037184,85056000,5.9087673192965475,16645,275.25211617351044
25.784855584189447,24.900022243587355,0.7772795216741405,1580230791659520,1040,163037184,85056000,6.3878117159482795,11942,236.50843367256005
25.949356967602267,24.931509646798986,0.8370702541106129,1701787006402560,1120,163037184,85056000,8.767290131023003,2295,184.94597325640186
25.997650389024713,25.000392995916716,0.8968609865470852,1823343221145600,1200,163037184,85056000,8.253408611781413,3277,199.83707278782825
25.687074090317108,24.68925294647998,0.9566517189835575,1944899435888640,1280,163037184,85056000,9.338177446532438,1545,164.4363434749109
26.431599221155896,25.336084398679102,1.0164424514200299,2065695924289536,1360,163037184,85056000,11.196858949098335,426,155.56109605748782
26.773695954229833,25.73912532828327,1.0762331838565022,2187252139032576,1440,163037184,85056000,14.176681067160704,54,122.9984406621256
26.9843800516663,25.86947370743328,1.1360239162929746,2308808353775616,1520,163037184,85056000,12.4397154729945,180,132.4761970602877
27.088185272528257,26.033976832724942,1.195814648729447,2430364568518656,1600,163037184,85056000,13.90920075629572,65,114.30097447548914
26.844049198451852,25.750206168076033,1.2556053811659194,2551920783261696,1680,163037184,85056000,13.683641055880589,76,110.10536066336472
27.044091136154854,25.95060075609841,1.3153961136023917,2673476998004736,1760,163037184,85056000,14.408006613267162,46,105.44899372681479
26.819200436783806,25.78060796298878,1.375186846038864,2795033212747776,1840,163037184,85056000,12.865479378866402,134,108.74757120536776
27.169905597620634,26.14146329139986,1.4349775784753362,2916589427490816,1920,163037184,85056000,10.439715472994498,720,124.95629394520535
26.817428412135353,25.76779549296813,1.4947683109118086,3038145642233856,2000,163037184,85056000,10.21732305165805,840,132.87280752046294
27.115218379695932,26.02084225398461,1.554559043348281,3159701856976896,2080,163037184,85056000,18.931568569324174,2,82.22749302172602
27.313330933734147,26.194544383812506,1.6143497757847534,3281258071719936,2160,163037184,85056000,16.231128851183083,13,83.61069992862636
27.148467198320887,26.131717551350842,1.6741405082212257,3402814286462976,2240,163037184,85056000,19.931568569324174,1,69.29978784429171
27.294572713799937,26.29184424328613,1.733931240657698,3524370501206016,2320,163037184,85056000,19.931568569324174,1,75.0438699608238
27.323776052248746,26.252329013391,1.7937219730941703,3645926715949056,2400,163037184,85056000,19.931568569324174,1,55.27379144721926
27.050458520369457,25.976077649765884,1.8535127055306426,3767482930692096,2480,163037184,85056000,19.931568569324174,1,40.67887924549302
27.153533990506546,26.118942177987808,1.913303437967115,3889039145435136,2560,163037184,85056000,19.931568569324174,1,46.01069332315726
27.633584749727806,26.48503618681145,1.9730941704035874,4010595360178176,2640,163037184,85056000,19.931568569324174,1,52.75317263017704
28.05971847974022,26.926140870430306,2.0328849028400597,4131391848579072,2720,163037184,85056000,19.931568569324174,1,50.06149327432656
28.3736478377401,27.334422090013287,2.092675635276532,4252948063322112,2800,163037184,85056000,19.931568569324174,1,51.56250546085397
28.388421691346032,27.31351760268135,2.1524663677130045,4374504278065152,2880,163037184,85056000,19.931568569324174,1,56.00470505133813
28.353487512251373,27.251185679499386,2.212257100149477,4496060492808192,2960,163037184,85056000,19.931568569324174,1,57.732661342248804
28.25590408861534,27.08971275272536,2.2720478325859492,4617616707551232,3040,163037184,85056000,19.931568569324174,1,34.6754354699973
28.73641863200968,27.545317528853456,2.3318385650224216,4739172922294272,3120,163037184,85056000,19.931568569324174,1,34.53873766239717
28.20628209021573,27.17693704773869,2.391629297458894,4860729137037312,3200,163037184,85056000,19.931568569324174,1,37.291619846450935
28.496366460942582,27.413906168838476,2.4514200298953663,4982285351780352,3280,163037184,85056000,19.931568569324174,1,28.814001452981564
28.528226361453996,27.43596107573205,2.5112107623318387,5103841566523392,3360,163037184,85056000,19.931568569324174,1,24.7672591424115
28.43945870377198,27.282157178370422,2.5710014947683106,5225397781266432,3440,163037184,85056000,19.931568569324174,1,25.991603624966228
28.073141745610513,26.936678613286617,2.6307922272047835,5346953996009472,3520,163037184,85056000,19.931568569324174,1,26.491260020692163
