valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
27.04997160019462,26.177085799196895,199.8670618120237,3.140646056231359,10.2,2.571724827839347,0.5635916107001386,2.7741265420191037,9.4,2.5348358591396845,2.5849573855045445,2.6350788971025416,,,,0.0003346619726049552,4.660315036773682,13925.439453125,13925.514406173828,358504984415305728,800,163037184,85056000,1.3591014793570473,389825,346.16607398582465
29.429133616945748,28.387188007489765,3.867061812023709,0.4423331776626399,61.0,0.3114077787555636,0.07970388994918336,0.3521574078377562,52.0,0.27283685397123264,0.3228525826637264,0.37286831110883223,,,,0.0018146087157448554,25.26889419555664,13925.2578125,13925.514406173828,6937061230116864,16,163037184,85056000,1.028033838539855,490378,288.58094064317015
29.009866907117452,27.99313394418033,7.867061812023708,0.618917580216341,45.0,0.45106841919277924,0.11271832214002774,0.5029750895772055,39.0,0.4130130069617956,0.4630368450300877,0.5130606825301396,,,,0.0014430140415799073,20.092031478881836,13923.65625,13925.514406173828,14111916805324800,32,163037184,85056000,1.194284911110536,437003,288.82922001456706
28.75605143480631,27.75854878501972,11.867061812023708,0.7551603203608824,37.0,0.5603874908347446,0.13805118695286397,0.6208547821579483,32.0,0.5226519956677652,0.5726830013327238,0.6227140060363606,,,,0.0012129150859420913,16.889629364013672,13924.82421875,13925.514406173828,21286772380532736,48,163037184,85056000,1.2403737154905805,423263,296.16983852995287
28.582566662909045,27.604259261806163,15.867061812023708,0.8706480067938513,32.0,0.653794458898334,0.1594077798983667,0.7214413703444579,29.0,0.616145161526959,0.6661802701197453,0.7162153774799619,,,,0.0010630208000932417,14.80197811126709,13924.4482421875,13925.514406173828,28461627955740672,64,163037184,85056000,1.526568416895195,347102,290.7215521416347
28.442021902087607,27.477577820343253,19.86706181202371,0.972638796551518,29.0,0.7369464164558182,0.17822331599753624,0.8107763496806624,26.0,0.6993827186506073,0.7494217862326024,0.7994608522883812,,,,0.0009536579475550411,13.280083656311035,13925.416015625,13925.514406173828,35636483530948608,80,163037184,85056000,1.7245971598926886,302583,291.7906161547592
28.302138906867157,27.352208842825252,23.86706181202371,1.0651541412368573,27.0,0.8127678758420235,0.19523386089044392,0.8922712156997608,24.0,0.7752955656356385,0.825338682811058,0.8753817981274671,,,,0.0008319383633464124,11.584561347961426,13924.783203125,13925.514406173828,42811339106156544,96,163037184,85056000,1.758315989763453,295593,297.4173845664755
28.233307691432902,27.287739349238006,27.86706181202371,1.1505276992900644,25.0,0.8830066291815816,0.21087667132999974,0.967786979726744,22.0,0.8456182003200063,0.8956655894128661,0.9457129762601064,,,,0.0007724046544161726,10.755617141723633,13924.84765625,13925.514406173828,49986194681364480,112,163037184,85056000,1.7695461049633714,293301,302.0038367436274
28.14442442207812,27.200812640011698,31.86706181202371,1.2304513207874597,24.0,0.9488070083192945,0.22543664428005547,1.0383387035323999,21.0,0.9114378707991437,0.9614872282775263,1.0115709913658504,,,,0.0007160921823785458,9.97183609008789,13925.3525390625,13925.514406173828,57161050256572416,128,163037184,85056000,1.7897308455546685,289226,305.741056854849
28.06418794708712,27.134982182449413,35.86706181202371,1.3053903611404465,22.0,1.0109671170043115,0.23911166984755008,1.1050549599906647,20.0,0.973665804186144,1.0237189292200954,1.0737720514319278,,,,0.0006552656802997645,9.125126838684082,13925.8427734375,13925.514406173828,64335905831780352,144,163037184,85056000,1.8985758248776499,268208,304.2486579056932
28.00175964856251,27.079577444589358,39.86706181202371,1.3764998550104504,21.0,1.0700700950323903,0.2520458306148216,1.1684494546067947,19.0,1.0328107354063447,1.0828668938454493,1.132923049130961,,,,0.0006205509135904418,8.64148235321045,13925.5009765625,13925.514406173828,71510761406988288,160,163037184,85056000,1.8898880306443324,269828,306.2555097620194
27.94104664278689,27.01929063559068,43.86706181202371,1.4444375383521186,20.0,1.1265575265412375,0.2643478972932201,1.2291519791217111,18.0,1.0893288416971663,1.1393874307848748,1.1894460164401033,,,,0.0005788374332562332,8.060415267944336,13925.1796875,13925.514406173828,78685616982196224,176,163037184,85056000,1.9578712030188221,257408,305.2232534571736
27.895283086991796,26.97939121395955,47.86706181202371,1.5096471205087023,20.0,1.180773423533829,0.27610237390572795,1.2876660854333695,18.0,1.1435640651132875,1.1936245898302016,1.2436851108840963,,,,0.0005473674887370471,7.6221184730529785,13925.0478515625,13925.514406173828,85860472557404160,192,163037184,85056000,2.010523797532141,248183,308.32168608180524
27.86444125160856,26.952549032491657,51.86706181202371,1.571667095613919,19.0,1.232992040233668,0.2873764620657195,1.3431267475421866,17.0,1.1958132619300603,1.2458763366293037,1.2959394073503807,,,,0.0005229962221633388,7.282795429229736,13925.1396484375,13925.514406173828,93035328132612096,208,163037184,85056000,1.9593179411969928,257150,311.9466451245883
27.820041353283916,26.910482227538516,55.86706181202371,1.6318745800081738,18.0,1.2834362436894253,0.2982246485829792,1.3976760699575723,16.0,1.2462784892672802,1.2963436883827697,1.3464244844764273,,,,0.0005046107019052426,7.0265655517578125,13924.7255859375,13925.514406173828,100210183707820032,224,163037184,85056000,1.9316566271287563,262128,313.78710457419675
27.77411498481039,26.86201141757009,59.86706181202371,1.690388686319832,18.0,1.3322900893201712,0.3086918384011359,1.4495346272466325,16.0,1.2951630659150388,1.3452309878195978,1.3952989051110851,,,,0.00048167579011772937,6.707467555999756,13925.2744140625,13925.514406173828,107385039283027968,240,163037184,85056000,1.8600224095357483,275472,314.864231651009
27.733126388215904,26.82014862777608,63.86706181202371,1.7463713095519888,17.0,1.379707691913642,0.3188155597967334,1.5011270259630858,15.0,1.3426028572875317,1.3926731252648412,1.442743388304909,,,,0.0004771281676068895,6.644219875335693,13925.4404296875,13925.514406173828,114559894858235904,256,163037184,85056000,1.785571763119023,290061,315.6496732657032
27.706627112451557,26.793026991411004,67.8670618120237,1.8015526782819402,17.0,1.4258196454132046,0.3286275570330888,1.549672642960579,15.0,1.3887324209232317,1.4388047008766085,1.4888769756059714,,,,0.0004480535001113455,6.239348888397217,13925.455078125,13925.514406173828,121734750433443840,272,163037184,85056000,1.868990080556209,273765,313.64058699466483
27.667205443678753,26.750566046902808,71.8670618120237,1.8544880684007032,16.0,1.470737772333175,0.3381549664200832,1.598218259958072,15.0,1.4336639735366237,1.4837379696654331,1.5338119603192208,,,,0.00045365777605888973,6.3165483474731445,13923.59765625,13925.514406173828,128909606008651776,288,163037184,85056000,1.7803736078769141,291108,318.6291329888889
27.65071720236762,26.735377290462942,75.8670618120237,1.9063466256897637,16.0,1.5145587055206606,0.3474212016955775,1.6452265722681012,14.0,1.477504104316424,1.5275804243518174,1.5776567385629074,,,,0.0004457448451580314,6.207172393798828,13925.3935546875,13925.514406173828,136084461583859712,304,163037184,85056000,1.870540243128957,273471,313.1943818660143
27.619973365128754,26.712478235236226,79.8670618120237,1.957734522661596,15.0,1.5573666353197486,0.3564466319950725,1.6904690655844359,14.0,1.520327038030946,1.5704054040449829,1.620483763918269,,,,0.00041984317497350393,5.846508502960205,13925.4580078125,13925.514406173828,143259317159067648,320,163037184,85056000,1.7936218361950331,288447,323.49077348616794
27.593396923285887,26.692558962066897,83.8670618120237,2.006280139659089,15.0,1.5992354483656999,0.3652491088745627,1.7357115589007708,14.0,1.5622084559868634,1.612288615560887,1.6623687687098687,,,,0.00041635343688330606,5.798051357269287,13925.7919921875,13925.514406173828,150434172734275584,336,163037184,85056000,1.8906849121178162,269679,321.65524238382
27.560504693919416,26.660758115880718,87.8670618120237,2.054825756656582,15.0,1.6402304151171208,0.37384438153688193,1.7803849664295512,13.0,1.6032136588461727,1.6532953831029256,1.7033771006813703,,,,0.0004309725100068791,6.001288414001465,13924.9912109375,13925.514406173828,157609028309483520,352,163037184,85056000,2.0369994536555254,243670,313.63677958435557
27.518589787952276,26.621335247794295,91.8670618120237,2.103308927657567,14.0,1.680409537399615,0.38224642794894137,1.8223340985838479,13.0,1.643399583927923,1.6934901286286697,1.7435740035803236,,,,0.0004218256763394709,5.874350547790527,13926.0146484375,13925.514406173828,164783883884691456,368,163037184,85056000,2.0558192179041193,240512,313.90597948975227
27.49700925597854,26.605746093551566,95.8670618120237,2.1485514209739014,14.0,1.7198246361750122,0.39046772178088784,1.8642832307381445,13.0,1.6828276486359464,1.7329126792483165,1.7829977026310964,,,,0.0003991756324806499,5.55849027633667,13924.923828125,13925.514406173828,171958739459899392,384,163037184,85056000,2.0121232668911198,247908,316.5051450098122
27.472988026508315,26.58261693868965,99.8670618120237,2.193793914290236,14.0,1.7585222382880765,0.3985194497459168,1.9062323628924411,13.0,1.7215353639271123,1.771622139144337,1.821708906832277,,,,0.0003980598347087479,5.543154239654541,13925.4296875,13925.514406173828,179133595035107328,400,163037184,85056000,2.078563669193702,236750,315.8711311790534
27.459820118386208,26.565447598019222,103.8670618120237,2.239036407606571,14.0,1.7965443058523498,0.4064116901601378,1.9481814950467378,13.0,1.7595654733316528,1.8096538041400059,1.8597421271467165,,,,0.0003935402069977433,5.480386734008789,13925.8623046875,13925.514406173828,186308450610315264,416,163037184,85056000,2.062944929232149,239327,311.54503083441523
27.442742394430717,26.544918694245418,107.8670618120237,2.2839191146630324,13.0,1.8339288411355896,0.4141535608585919,1.9870114800500578,12.0,1.7969618456403458,1.8470523010508555,1.8971427482799241,,,,0.00039203819608124406,5.459324836730957,13925.4921875,13925.514406173828,193483306185523200,432,163037184,85056000,1.944915433387166,259730,317.16339945631603
27.40478206346152,26.51037334492423,111.8670618120237,2.325868246817329,13.0,1.8707103920030388,0.4217533426599995,2.025676959912887,12.0,1.8337485783719334,1.8838402382784114,1.933931889784121,,,,0.00038196341182906155,5.319273948669434,13926.134765625,13925.514406173828,200658161760731136,448,163037184,85056000,1.979384727176047,253598,314.2865582980395
27.384943926501993,26.490511739880997,115.8670618120237,2.3678173789716257,13.0,1.9069204772088777,0.42921858314606376,2.0643424397757166,12.0,1.8699671390518804,1.9200605734434553,1.9701539991058605,,,,0.0003719768621816991,5.179973602294922,13925.5263671875,13925.514406173828,207833017335939072,464,163037184,85056000,2.0218863938909095,246236,311.2025494738784
