valid_ppl,test_ppl,epoch,eps_rdp_opacus,alpha_rdp_opacus,eps_gdp,mu_gdp,eps_rdp,alpha_rdp,eps_low,eps_estimate,eps_upper,med_clip,max_clip,min_clip,snr,signal,noise,noise_limit,total_flos,step,num_params,num_non_embedding_params,canary_exposure_0,canary_exposure_1,canary_exposure_2,canary_exposure_3,canary_exposure_4,canary_exposure_5,canary_exposure_6,canary_exposure_7,canary_exposure_8,canary_exposure_9,canary_rank_0,canary_rank_1,canary_rank_2,canary_rank_3,canary_rank_4,canary_rank_5,canary_rank_6,canary_rank_7,canary_rank_8,canary_rank_9,canary_ppl_0,canary_ppl_1,canary_ppl_2,canary_ppl_3,canary_ppl_4,canary_ppl_5,canary_ppl_6,canary_ppl_7,canary_ppl_8,canary_ppl_9
24.27332961721285,23.54722095540045,3.867061812023709,0.4423331776626399,61.0,0.3114077787555636,0.07970388994918336,0.3521574078377562,52.0,0.27283685397123264,0.3228525826637264,0.37286831110883223,,,,0.00023658768137362141,3.2945444583892822,13925.2578125,13925.514406173828,6937061230116864,16,163037184,85056000,0.5567052589615216,5.123056815369543,0.02073995161164177,0.12124484378430012,0.19409674705955382,1.85780878368573,2.8617412263859094,0.6279884670117504,4.986856508280688,1.576505730964442,679853,28695,985727,919394,874120,275895,137572,647078,31536,335293,473.48711465342365,264.1501000749669,1497.0856205573596,1019.7599452101266,849.3112896794971,369.7114167298758,331.1079377932388,461.08369248590697,267.71617088604137,383.30890868296865
24.27332961721285,23.54722095540045,3.867061812023709,0.4423331776626399,61.0,0.3114077787555636,0.07970388994918336,0.3521574078377562,52.0,0.27283685397123264,0.3228525826637264,0.37286831110883223,,,,0.00023658768137362141,3.2945444583892822,13925.2578125,13925.514406173828,6937061230116864,16,163037184,85056000,0.5567052589615216,5.123056815369543,0.02073995161164177,0.12124484378430012,0.19409674705955382,1.85780878368573,2.8617412263859094,0.6279884670117504,4.986856508280688,1.576505730964442,679853,28695,985727,919394,874120,275895,137572,647078,31536,335293,473.48711465342365,264.1501000749669,1497.0856205573596,1019.7599452101266,849.3112896794971,369.7114167298758,331.1079377932388,461.08369248590697,267.71617088604137,383.30890868296865
24.311102894447586,23.579252258897935,7.867061812023708,0.618917580216341,45.0,0.45106841919277924,0.11271832214002774,0.5029750895772055,39.0,0.4130130069617956,0.4630368450300877,0.5130606825301396,,,,0.0002268348855337252,3.1583709716796875,13923.65625,13925.514406173828,14111916805324800,32,163037184,85056000,0.5926102641265736,5.069076495836688,0.01831098317445523,0.12402339786154215,0.19842246429696075,1.7804082994233745,2.9959085531922405,0.6427723215294208,5.2338407867177015,1.524329854482744,663142,29789,987388,917625,871503,291101,125355,640481,26574,347641,469.24644212947413,266.14018932577363,1530.9163249971054,1012.4328878084056,839.349591806846,374.2980348391564,327.41603228511536,460.9988519447985,261.9208184830859,387.18154689996743
24.331773486067025,23.594582343062314,11.867061812023708,0.7551603203608824,37.0,0.5603874908347446,0.13805118695286397,0.6208547821579483,32.0,0.5226519956677652,0.5726830013327238,0.6227140060363606,,,,0.00024582883818891483,3.423123359680176,13924.82421875,13925.514406173828,21286772380532736,48,163037184,85056000,0.6447513892226908,4.996311420065757,0.01712649902479768,0.12004021630269435,0.19828010603518464,1.8572493736099034,3.0055506129676317,0.6246791488964263,5.185369189800397,1.49405217637619,639603,31330,988199,920162,871589,276002,124520,648564,27482,355014,461.12662250811627,267.5762634502001,1548.2171374213567,1021.5434493424466,838.5428697196553,370.49705883968255,326.6791502075137,464.3152992196237,262.6378129501479,388.7979897555735
24.349667471001954,23.612272707626808,15.867061812023708,0.8706480067938513,32.0,0.653794458898334,0.1594077798983667,0.7214413703444579,29.0,0.616145161526959,0.6661802701197453,0.7162153774799619,,,,0.0003019665186109154,4.20471715927124,13924.4482421875,13925.514406173828,28461627955740672,64,163037184,85056000,0.7147327349241266,5.075824085003443,0.01749006580754653,0.12821469115822737,0.1986757643077155,1.992069700816021,2.863336106735506,0.6819597197997602,5.130213855474047,1.4983417601785476,609318,29650,987950,914963,871350,251378,137420,623318,28553,353960,458.3381481224243,269.0526178574223,1570.1151171403844,1014.768542681782,848.7652644582373,370.0571696636793,336.3873796602746,462.8113892946743,267.59051141359174,394.51459114284415
24.358283990332353,23.627297149372577,19.86706181202371,0.972638796551518,29.0,0.7369464164558182,0.17822331599753624,0.8107763496806624,26.0,0.6993827186506073,0.7494217862326024,0.7994608522883812,,,,0.00024037161809152639,3.3472747802734375,13925.416015625,13925.514406173828,35636483530948608,80,163037184,85056000,0.8095115589143873,5.049928801594245,0.01776170560804502,0.12396522743204486,0.20388405531047837,2.0278220296536276,2.7136865816246427,0.6595516699280672,4.93756877753165,1.446989521701493,570575,30187,987764,917662,868210,245225,152440,633075,32632,366786,451.84768645766616,272.3755215314025,1591.3067756846265,1038.4349957571526,845.2914929976192,372.19588268602104,345.0331592344455,471.3231176961604,275.4382265582377,401.6542645772699
24.36184827482147,23.62956129410245,23.86706181202371,1.0651541412368573,27.0,0.8127678758420235,0.19523386089044392,0.8922712156997608,24.0,0.7752955656356385,0.825338682811058,0.8753817981274671,,,,0.00021769756397622782,3.0313913822174072,13924.783203125,13925.514406173828,42811339106156544,96,163037184,85056000,0.8252024385014032,5.069851591408007,0.01746086027208449,0.12709403618878312,0.20565484043680016,1.9918573680404705,2.7307178455178622,0.6616086755859882,5.006848834585794,1.4640187388094255,564403,29773,987970,915674,867145,251415,150651,632173,31102,362482,457.14854616303046,275.3029694772987,1627.1776642985692,1045.486948407971,852.4274657846072,379.16753355769396,349.1412534777116,478.5376267598639,277.1298718343644,406.6442250221736
24.38982318322686,23.65034189488683,27.86706181202371,1.1505276992900644,25.0,0.8830066291815816,0.21087667132999974,0.967786979726744,22.0,0.8456182003200063,0.8956655894128661,0.9457129762601064,,,,0.0002567734208450002,3.575530767440796,13924.84765625,13925.514406173828,49986194681364480,112,163037184,85056000,0.8370243394819283,5.084119665341742,0.018199942121089663,0.12492140660851447,0.20762104464785835,1.8447326094969618,2.8581487181751655,0.7464439097583302,4.989054063984934,1.5948310280381826,559797,29480,987464,917054,865964,278407,137915,596071,31488,331061,456.3113958486054,275.15634189592026,1622.8112660588674,1055.238415873008,850.3340420443644,386.31284299830736,344.42526956696145,467.04430961585723,277.82723333454805,399.30575138244694
24.409919998247954,23.671422509449805,31.86706181202371,1.2304513207874597,24.0,0.9488070083192945,0.22543664428005547,1.0383387035323999,21.0,0.9114378707991437,0.9614872282775263,1.0115709913658504,,,,0.00029660811190777544,4.130372524261475,13925.3525390625,13925.514406173828,57161050256572416,128,163037184,85056000,0.8521931667949296,4.974421172116665,0.018492173769359965,0.1170987557838572,0.20744279378159902,1.8271029042916815,2.7982356749171053,0.7280293821508508,5.040639346428824,1.6569583702244763,553942,31809,987264,922040,866071,281830,143763,603728,30382,317107,456.938728870678,278.8370144317028,1632.171002965981,1084.561809401855,856.6703495726647,388.68120950029214,347.78099281841753,471.867875521774,276.9944994910174,397.58177531177097
24.414770931601787,23.678427770431174,35.86706181202371,1.3053903611404465,22.0,1.0109671170043115,0.23911166984755008,1.1050549599906647,20.0,0.973665804186144,1.0237189292200954,1.0737720514319278,,,,0.0002511248136885861,3.497124671936035,13925.8427734375,13925.514406173828,64335905831780352,144,163037184,85056000,0.8678838404662734,4.870957067485415,0.020141469587095173,0.12215839595620182,0.20845761858266343,1.7612278119624776,3.044883636690148,0.7355980866931198,4.981422794213376,1.6417072736958076,547950,34174,986136,918812,865462,294997,121171,600569,31655,320477,447.3913026074039,276.3193427237597,1576.0842793415225,1048.7043472117703,837.2155849072128,385.07634751938224,332.62378653578315,462.8452473926125,273.2747028963264,391.3351361854946
