valid_ppl,test_ppl,epoch,total_flos,step,num_params,num_non_embedding_params,canary_exposure,canary_rank,canary_ppl
38.657855566434876,39.03522504123027,0.7778904665314401,1165427447169024,767,163038720,85056000,0.3299319663828548,795574,1087.2998001532726
451697.2893758423,511194.3737740774,0.059837728194726165,89648265166848,59,163038720,85056000,0.8631550200842497,549749,321.588389666676
14879.560960630319,16826.335582054293,0.11967545638945233,179296530333696,118,163038720,85056000,0.524881904310277,695016,345.1315178495897
1765.6718561717314,2271.2086300061037,0.1795131845841785,268944795500544,177,163038720,85056000,0.41949750479343706,747685,419.1007102388059
565.3201495565208,631.3466715702281,0.23935091277890466,358593060667392,236,163038720,85056000,0.3760713498061605,770533,665.6490778648838
81.33301725072845,87.76971650590923,0.29918864097363085,448241325834240,295,163038720,85056000,0.35148669802672217,783776,580.5744721761837
59.62465595344275,62.12511295514889,0.359026369168357,537889591001088,354,163038720,85056000,0.34432577652077256,787676,687.8487805386812
46.77898473307343,46.64596715649246,0.41886409736308317,627537856167936,413,163038720,85056000,0.3633879070335091,777337,758.2831201364423
51.77471303325834,52.436837922365086,0.4787018255578093,717186121334784,472,163038720,85056000,0.33652967692928115,791944,893.1029451790105
47.49309348116785,47.067492962914,0.5385395537525355,806834386501632,531,163038720,85056000,0.33138523265175124,794773,1013.5735245552676
43.8265896928083,44.35291490923377,0.5983772819472617,896482651668480,590,163038720,85056000,0.3446536673790206,787497,997.5675339198591
43.409989232142344,43.87076190649966,0.6582150101419878,986130916835328,649,163038720,85056000,0.34938982670189134,784916,921.1810647145245
45.139150902465744,45.1684074206743,0.718052738336714,1075779182002176,708,163038720,85056000,0.3485868333941937,785353,898.3179193363497
38.657855566434876,39.03522504123027,0.7778904665314401,1165427447169024,767,163038720,85056000,0.3299319663828548,795574,1087.2998001532726
39.1410335018717,39.35350370939897,0.8377281947261663,1255075712335872,826,163038720,85056000,0.3254489568454062,798050,1342.4072874779868
40.09364851381047,39.93405447883228,0.8975659229208925,1344723977502720,885,163038720,85056000,0.3297488244618556,795675,1224.3860117320405
41.460703897125015,41.669227692665736,0.9574036511156186,1434372242669568,944,163038720,85056000,0.35089411493688516,784098,1208.308368640825
43.29530908428792,43.3239740165094,1.0172413793103448,1523260776775680,1003,163038720,85056000,0.3234473310562507,799158,1406.3349911236724
44.73470982471197,44.816819829599254,1.077079107505071,1612909041942528,1062,163038720,85056000,0.3430936465462686,788349,1331.5505201224846
46.218364297716604,46.996570276718,1.1369168356997972,1702557307109376,1121,163038720,85056000,0.34289418807138006,788458,1308.950841164613
45.07356514096783,44.42854887494222,1.1967545638945234,1792205572276224,1180,163038720,85056000,0.3632338717874788,777420,1307.8312715733798
40.76030913535588,39.7795397925348,1.2565922920892496,1881853837443072,1239,163038720,85056000,0.3240738953851654,798811,1350.285634987089
42.0437529047603,41.10980269678835,1.3164300202839756,1971502102609920,1298,163038720,85056000,0.3266932426470177,797362,1428.8716148882086
40.58384387347634,39.39663020963037,1.3762677484787018,2061150367776768,1357,163038720,85056000,0.333030768265548,793867,1506.5774981515021
41.52507885286236,40.316449450789584,1.436105476673428,2150798632943616,1416,163038720,85056000,0.3256207057171814,797955,1517.1143431185506
39.576920498505274,38.448568910413854,1.495943204868154,2240446898110464,1475,163038720,85056000,0.33163030938896654,794638,1235.1013689696993
41.260482371598705,39.93030269048491,1.5557809330628802,2330095163277312,1534,163038720,85056000,0.3423910896638098,788733,1263.4819439040969
41.278922332956746,40.057731804034866,1.6156186612576064,2419743428444160,1593,163038720,85056000,0.33229131642279697,794274,1221.2630417692312
41.667755118118684,40.208641026743926,1.6754563894523327,2509391693611008,1652,163038720,85056000,0.33113838262005757,794909,986.5030232704588
42.78788414445284,41.08576398259512,1.7352941176470589,2599039958777856,1711,163038720,85056000,0.31701327920322697,802730,1180.1649053609717
43.2118651736873,41.62266410256436,1.795131845841785,2688688223944704,1770,163038720,85056000,0.3277158793253321,796797,1144.45272593392
41.99165541776622,40.531802111192775,1.8549695740365113,2778336489111552,1829,163038720,85056000,0.33414338520209697,793255,979.4116970909273
41.559912500032475,39.701770973807164,1.9148073022312373,2867984754278400,1888,163038720,85056000,0.33073189814820836,795133,1059.1362614654472
43.779868115829046,41.85788583975498,1.9746450304259635,2957633019445248,1947,163038720,85056000,0.3165820070946239,802970,1244.714047726253
45.24116417472898,42.913689193020865,2.0344827586206895,3046521553551360,2006,163038720,85056000,0.31387692000485856,804477,1321.7349951195752
44.09813434546617,42.27341932693524,2.0943204868154157,3136169818718208,2065,163038720,85056000,0.3128676267309771,805040,1310.7786578474418
44.5396371587236,42.76446430274528,2.154158215010142,3225818083885056,2124,163038720,85056000,0.3070675900126929,808283,1362.0603840678252
46.488315382318696,44.49631198872872,2.213995943204868,3315466349051904,2183,163038720,85056000,0.3254037631719484,798075,1161.0748482269962
44.67266178815576,42.971368665629996,2.2738336713995944,3405114614218752,2242,163038720,85056000,0.3131275015476547,804895,1217.6903102927586
45.55911702979307,43.84219347284656,2.3336713995943206,3494762879385600,2301,163038720,85056000,0.3080942661309649,807708,1327.8156963235851
45.39486726847624,43.473695125629746,2.393509127789047,3584411144552448,2360,163038720,85056000,0.31122343575012934,805958,1387.551264632186
45.42466126082754,43.55320938316438,2.453346855983773,3674059409719296,2419,163038720,85056000,0.2995123407894873,812527,1510.1908468085264
44.04226746701311,42.04584104238452,2.513184584178499,3763707674886144,2478,163038720,85056000,0.31090126497563375,806138,1193.4454197546374
